book_id,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,published_year,original_publication_year,original_title,image_url,publisher,description,genres
35,Humboldt's Gift,Saul Bellow,3.14,0143105477,9780143105473,en,513,2130,213,319,852,532,214,2008,2008,Humboldt's Gift,https://books.google.com/books/content?id=gJFPEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Penguin,"Winner of the Pulitzer Prize for Fiction “I think it A Work of genius, I think it The Work of a Genius, I think it brilliant, splendid, etc. If there is literature (and this proves there is) this is where it’s at.” –John Cheever A Penguin Classic Saul Bellow’s Pulitzer Prize-winning novel explores the long friendship between Charlie Citrine, a young man with an intense passion for literature, and the great poet Von Humboldt Dleisher. At the time of Humboldt’s death, Charlie’s life is falling apart: his career is at a standstill, and he’s enmeshed in an acrimonious divorce, infatuated with a highly unsuitable young woman, and involved with a neurotic Mafioso. And then Humboldt acts from beyond the grave, bestowing upon Charlie an unexpected legacy that may just help him turn his life around. This Penguin Classics edition features an introduction by Jeffrey Eugenides. For more than seventy years, Penguin has been the leading publisher of classic literature in the English-speaking worl...",Fiction
36,The Mystery of Edwin Drood,Charles Dickens,4.25,0199554617,9780199554614,en,273,4657,93,372,698,1629,1865,2009,2009,The Mystery of Edwin Drood,https://books.google.com/books/content?id=6YQ7s4N3A00C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Oxford Paperbacks,"'Where is my nephew?, asked Mr Jasper, wildly. 'Where is your nephew?' repeated Neveille. 'Why do you ask me?' 'I ask you,' retorted Jasper, 'because you were the last person in his company, and he is not to be found.' The Mystery of Edwin Drood, Dickens's last novel, lay unfinished at his death. Speculation remains rife as to its probably conclusion; evidence suggests that, fascinated as Dickens was by details of the plotting, his basic concern was for character and appropriate setting, in particular the character of the hero-villain, Jasper. The ancient city of Cloisterham, its cathedral a reminder of mortality, human frailty, and the lawful life, is an effective background for what Dickens daughter called a tale of 'the tragic secrets of the human heart'. Humour is provided by a host of characters ranging fro Mr Grewgious, the admirable though eccentric lawyer, and Miss Twinkleton, guardian of the Young Ladies' Seminary, to Durdles, the hard-drinking stonemason, and Deputy, the i...",Fiction
37,Midaq Alley,Najīb Maḥfūẓ,5.0,1813977909,1413766761687,en,314,1,0,0,0,0,1,1992,1992,Midaq Alley,https://books.google.com/books/content?id=h-xkAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Anchor,"Considered by many to be Mahfouz's best novel, ""Midaq Alley centers around the residents of one of the hustling, teeming back alleys of Cairo. No other novel so vividly evokes the sights and sounds of the city. The universality and timelessness of this book cannot be denied.",Fiction
38,Growth of the Soil,Knut Hamsun,4.9,0394717813,9780394717814,en,449,225,2,9,22,56,136,1972,1972,Growth of the Soil,https://books.google.com/books/content?id=54xEDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Vintage,The story of an elemental existence in rural Norway.,Fiction
39,The Life of Insects,Viktor Pelevin,4.98,3177269593,8684308516641,en,196,8457,84,338,845,2114,5076,1999,1999,The Life of Insects,https://books.google.com/books/content?id=DmopAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Penguin Group,"A comic, Kafkaesque satire of contemporary Russia, written by one of the most promising young writers in Europe. A trio of investors--one American and two Russians--are discussing business prospects in the Crimea, when they suddenly find they have morphed into insects.",Fiction
40,From the Earth to the Moon,Jules Verne,4.67,0553214209,9780553214208,en,772,535,5,21,53,133,323,1993,1993,From the Earth to the Moon,https://books.google.com/books/content?id=hfuNEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,National Geographic Books,"Written almost a century before the daring flights of the astronauts, Jules Verne’s prophetic novel of man’s race to the stars is a classic adventure tale enlivened by broad satire and scientific acumen. When the members of the elite Baltimore Gun Club find themselves lacking any urgent assignments at the close of the Civil War, their president, Impey Barbicane, proposes that they build a gun big enough to launch a rocket to the moon. But when Barbicane’s adversary places a huge wager that the project will fail and a daring volunteer elevates the mission to a “manned” flight, one man’s dream turns into an international space race. A story of rip-roaring action, humor, and wild imagination, From the Earth to the Moon is as uncanny in its accuracy and as filled with authentic detail and startling immediacy as Verne’s timeless masterpieces 20,000 Leagues Under the Sea and Around the World in Eighty Days.",Fiction
41,The Assassin's Blade,Sarah J. Maas,5.0,1408851989,9781408851982,en,465,1,0,0,0,0,1,2014,2014,The Assassin's Blade,https://books.google.com/books/content?id=xLacAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,A&C Black,"Celaena Sardothien is Adarlan's most feared assassin. As part of the Assassins' Guild, her allegiance is to her master, Arobynn Hamel, yet Celaena listens to no one and trusts only her fellow killer-for-hire, Sam. In these action-packed prequel novellas - together in one edition for the first time - Celaena embarks on five daring missions. They take her from remote islands to hostile deserts, where she fights to liberate slaves and seeks to avenge the tyrannous. But she is acting against Arobynn's orders and could suffer an unimaginable punishment for such treachery ...Explore the dark underworld of this kick-ass heroine and find out how the legend begins in the five page-turning prequel novellas to the New York Times bestselling Throne of Glass series.",Juvenile Fiction
42,Through the Looking Glass,Lewis Carroll,4.0,0219928656,4547154734522,en,232,4,0,0,0,1,3,1897,1897,Through the Looking Glass,https://books.google.com/books/content?id=i2MCAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Cambridge University Press,"In this sequel to Alice in Wonderland, Alice climbs through a mirror in her room and enters a world similar to a chess board where she experiences many curious adventures with its fantastic inhabitants.",Adventure and adventurers
43,The Wind in the Willows,Kenneth Grahame,4.5,185326122X,9781853261220,en,202,7,0,0,0,1,6,1993,1993,The Wind in the Willows,https://books.google.com/books/content?id=Mo7D3Je7_DMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Wordsworth Editions,"The escapades of four animal friends who live along a river in the English countryside--Toad, Mole, Rat, and Badger.",Juvenile Fiction
44,Peter Pan,James Matthew Barrie,2.57,1402754264,9781402754265,en,164,4259,1277,1064,851,638,429,2008,2008,Peter Pan,https://books.google.com/books/content?id=WdM_qxJq8T8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Sterling Publishing Company, Inc.","The adventures of the three darling children in Never-Never Land with Peter Pan, the boy who would not grow up.",Fiction
45,The Voyage of the Dawn Treader,Clive Staples Lewis,4.33,0006716652,9780006716655,en,196,4379,87,350,656,1532,1754,1980,1980,The Voyage of the Dawn Treader,https://books.google.com/books/content?id=BvTfFGrRzsAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,HarperCollins Children's Books,"When evil comes to Narnia, Jill and Eustace help fight the great last battle and Aslan leads his people to a glorious new paradise.",Juvenile Fiction
46,The Wizard of Oz,Lyman Frank Baum,3.0,1905716524,9781905716524,en,188,3,0,0,1,0,2,2009,2009,The Wizard of Oz,https://books.google.com/books/content?id=hRd7dJ-9G1IC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Collector's Library,"After a cyclone transports her to the land of Oz, Dorothy must seek out the great wizard in order to return to Kansas.",Fiction
47,Throne of Glass,Sarah J. Maas,2.21,140883233X,9781408832332,en,419,1224,367,306,244,183,124,2012,2012,Throne of Glass,https://books.google.com/books/content?id=D8GIcKPGNR8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,A&C Black,"A hugely commercial, fabulously addictive fantastical romp - from an author with top-notch digital self-publishing pedigree and legions of fans awaiting publication",Fiction
48,The Farthest Shore,Ursula K. Le Guin,4.41,144245993X,9781442459939,en,288,7070,141,565,1060,2474,2830,2012,2012,The Farthest Shore,https://books.google.com/books/content?id=oFx10MKHEsgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Simon and Schuster,"When the prince of Enlad declares the wizards have forgotten their spells, Ged sets out to test the ancient prophecies of Earthsea.",Juvenile Fiction
49,The Golden Compass,Philip Pullman,1.25,0345413350,9780345413352,en,372,2541,762,635,508,381,255,1997,1997,The Golden Compass,https://books.google.com/books/content?id=cvbXm1rhJeIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Del Rey,"Accompanied by her daemon, Lyra Belacqua sets out to prevent her best friend and other kidnapped children from becoming the subject of gruesome experiments in the Far North.",Fiction
50,A Game of Thrones,George R. R. Martin,4.5,4792634557,9959461132964,en,876,131,1,5,13,32,80,2011,2011,A Game of Thrones,https://books.google.com/books/content?id=bIZiAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Bantam,Fantasy-roman.,Fiction
51,Harry Potter and the Deathly Hallows,J. K. Rowling,4.5,6134875400,4929233052140,en,792,92,0,3,9,23,57,2007,2007,Harry Potter and the Deathly Hallows,https://books.google.com/books/content?id=GZAoAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Hachette Book Group,"At a time when the forces of evil seem to be gaining the upper hand, Harry comes of age in the wizarding world, and must take on and defeat Voldemort--or be killed himself.",Juvenile Fiction
52,Bloodmarked,Tracy Deonn,1.2,1534441638,9781534441637,en,576,3645,1093,911,729,546,366,2022,2022,Bloodmarked,https://books.google.com/books/content?id=S9RJEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Simon and Schuster,"""When the leaders of the Order reveal that they will do everything in their power to keep the approaching demon war a secret, Bree and her friends go on the run so she can learn how to control her devastating new powers.""--",Young Adult Fiction
53,Moominland Midwinter,Tove Jansson,3.27,0374350418,9780374350413,en,160,7840,784,1176,3136,1960,784,1992,1992,Moominland Midwinter,https://books.google.com/books/content?id=bNBXAwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Macmillan,"Everyone knows that the Moomins sleep through the winter, but this year Moomintroll discovers that winter is worth waking up for after all.",Juvenile Fiction
